Title,Level,Geographic,Year Agreed,Link,Sourcing Notes,Language,English available?,Plastic Types,Included in analysis?,Trade linked?,Filename,File link
Arrêté ministériel relatif au régime fiscal des récipients pour boissons soumis à la cotisation d'emballage et des produits soumis à écotaxe.,30_National,Belgium,2007,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC045621,,French,N,,N,N,S_2512_N_2007_Arrete_Ministeriel.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2512_N_2007_Arrete_Ministeriel.pdf
California AB-258 Water Quality: Plastic Discharges,40_Subnational,"California, United States",2007,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=200720080AB258,,English,Y,,Y,N,2600_S_2007_AB_258_Water_quality_plastic_discharges.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2600_S_2007_AB_258_Water_quality_plastic_discharges.pdf
"Notice of the General Office of State Council on Restricting the Production, Sale and Use of Plastic Shopping Bags",30_National,China,2007,https://www.informea.org/en/legislation/notice-general-office-state-council-restricting-production-sale-and-use-plastic-shopping,,Chinese,N,Bags,N,N,S_2271_N_2007_Notice_of_the_General_Office.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2271_N_2007_Notice_of_the_General_Office.pdf
Proclamation No 513/2007 - Solid Waste Management Proclamation,30_National,Ethiopia,2007,https://www.lawethiopia.com/images/federal_proclamation/proclamations_by_number/513.ae..pdf,,English,Y,Bags,Y,N,2396_N_2007_Solid_waste_Management_proclamation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2396_N_2007_Solid_waste_Management_proclamation.pdf
Environmental Management (Waste Disposal and Recycling) Regulations 2007,30_National,Fiji,2007,https://doefiji.files.wordpress.com/2013/10/final-environment-management-_waste-disposal-recycling_-regs-21-nov-07-_2_.pdf,,English,Y,"Bottles,EPR",Y,N,2397_N_2007_Environmental_Management.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2397_N_2007_Environmental_Management.pdf
"Waste Management (Packaging) Regulations, 2007 (S.I. No. 798 of 2007)",30_National,Ireland,2007,http://extwprlegs1.fao.org/docs/html/ire89250.htm,,English,Y,,Y,N,2178_N_2007_Waste_Management_Packaging.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2178_N_2007_Waste_Management_Packaging.pdf
"Law amending Law ""On natural resources tax""",30_National,Latvia,2007,https://www.ecolex.org/details/legislation/law-amending-law-on-natural-resources-tax-lex-faoc142571/?q=bioplastic&type=legislation&xdate_min=&xdate_max=,,Russian,N,,N,N,S_2184_N_2007_Law_amending_law.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2184_N_2007_Law_amending_law.pdf
Waste Management (Activity Registration) Regulations (L.N. 106 of 2007),30_National,Malta,2007,http://extwprlegs1.fao.org/docs/pdf/mlt111579.pdf,,English,Y,,Y,N,2231_N_2007_Waste_Management_Activity.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2231_N_2007_Waste_Management_Activity.pdf
"International Convention for the Prevention of Pollution from Ships 1973 and the 1978 Protocol (Ratification and Enforcement) Act, 2007 (No. 54 of 2007)",30_National,Nigeria,2007,http://extwprlegs1.fao.org/docs/pdf/nig120411.pdf,,English,Y,"Bags,Bottles,Microplastics",Y,N,4172_N_2007_International_Convention.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4172_N_2007_International_Convention.pdf
Producer Responsibility Obligations (Packaging Waste) Regulations (Northern Ireland) 2007 (S.R. No. 198 of 2007),40_Subnational,"Northern Ireland, United Kingdom",2007,http://extwprlegs1.fao.org/docs/pdf/uk82482.pdf,,English,Y,,Y,N,2175_S_2007_Producer_Responsibility_Obligation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2175_S_2007_Producer_Responsibility_Obligation.pdf
San Francisco Environment Code - Chapter 17: Plastic Bag Reduction Ordinance,40_Subnational,"San Francisco, United States",2007,https://sfenvironment.org/checkout-bag-ordinance,,English,Y,Bags,Y,N,2468_S_2007_San_Francisco_Environment_Code.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2468_S_2007_San_Francisco_Environment_Code.pdf
CPPS Marine Litter in the Southeast Pacific Region,20_Regional,Southeast Pacific,2007,http://marinelitternetwork.engr.uga.edu/wp-content/uploads/2017/07/Marine-Litter-in-Southeast-Pacific-Region.pdf,,English,Y,,Y,N,4239_I_2007_Marine_Litter_Southeast.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4239_I_2007_Marine_Litter_Southeast.pdf
Arrêté sur les feux de déchets en plein air.,40_Subnational,"Switzerland, Valais",2007,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC102601/,,French,N,,N,N,12097_S_2007_Arrêté_sur_les_feux.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12097_S_2007_Arrêté_sur_les_feux.pdf
Regulation concerning the control of packaging wastes.,30_National,Turkey,2007,https://www.ecolex.org/details/legislation/regulation-concerning-the-control-of-packaging-wastes-lex-faoc073156/?q=Regulation+on+Control+of+Packaging+Wastes&xdate_min=&xdate_max=,,Turkish,N,,N,N,5006_N_2007_Regulation_concerning.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5006_N_2007_Regulation_concerning.pdf
The Producer Responsibility Obligations (Packaging Waste) Regulations 2007,30_National,United Kingdom ,2007,http://www.legislation.gov.uk/uksi/2007/871/contents/made,,English,Y,,Y,N,2174_N_2007_Producer_Responsibility.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2174_N_2007_Producer_Responsibility.pdf
"LEI Nº 9529, DE 27 DE FEVEREIRO DE 2008",40_Subnational,"Belo Horizante, Brazil",2008,https://leismunicipais.com.br/a/mg/b/belo-horizonte/lei-ordinaria/2008/952/9529/lei-ordinaria-n-9529-2008-dispoe-sobre-a-substituicao-do-uso-de-saco-plastico-de-lixo-e-de-sacola-plastica-por-saco-de-lixo-ecologico-e-sacola-ecologica-e-da-outras-providencias,,Portuguese,N,,N,N,S_2375_S_2008_Lei_no_9529.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2375_S_2008_Lei_no_9529.pdf
"Prevention of Pollution of the Sea (Garbage) Regulations, 2008",30_National,Brunei Darussalam,2008,http://extwprlegs1.fao.org/docs/pdf/bru91359.pdf,,English,Y,Bottles,Y,N,1056_N_2008_Sea_Garbage.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1056_N_2008_Sea_Garbage.pdf
Administrative Measures for the Paid Use of Plastic Bags at Commodity Retailing Places,30_National,China,2008,http://extwprlegs1.fao.org/docs/pdf/chn149649.pdf,,English,Y,Bags,Y,N,1023_N_2007_Administrative_Measures_for_the.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1023_N_2007_Administrative_Measures_for_the.pdf
Environment (Atiu and Takutea) Regulations 2008,40_Subnational,Cook Islands,2008,https://www.ecolex.org/details/legislation/environment-atiu-and-takutea-regulations-2008-lex-faoc098952,,English,Y,"Bags,Bottles",Y,N,4128_S_2008_Environment.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4128_S_2008_Environment.pdf
Order No. 269 on discharge of waste from ships and platforms,30_National,Denmark,2008,https://www.informea.org/en/legislation/order-no-269-discharge-waste-ships-and-platforms,,Danish,N,,N,N,S_2278_N_2008_Order_no_269_on_discharge.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2278_N_2008_Order_no_269_on_discharge.pdf
COBSEA Marine Litter in the East Asian Seas Region,20_Regional,East Asian Seas,2008,http://marinelitternetwork.engr.uga.edu/wp-content/uploads/2017/07/COBSEA-Marine-Litter-Report-2008.pdf,,English,Y,,Y,N,4240_I_2008_Marine_Litter_East_Asian_Seas.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4240_I_2008_Marine_Litter_East_Asian_Seas.pdf
UNGA Resolution 60/31 Resolution on Sustainable Fisheries,10_International,Global,2008,https://www.un.org/ga/search/view_doc.asp?symbol=a/60/49(Vol.I)(SUPP),,English,Y,,Y,N,2507_I_2008_UNGA_Resolution_60_31_Sustainable_Fisheries.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2507_I_2008_UNGA_Resolution_60_31_Sustainable_Fisheries.pdf
"Provisions of Hainan Special Economic Zoon on limiting the production, transportation, sales, storage and use of disposable plastic products.",40_Subnational,"Hainan, China",2008,http://extwprlegs1.fao.org/docs/pdf/chn142868.pdf,,Chinese,N,,N,N,S_1026_S_2008_Provisions_of_Hainan_special_Economic_zoon.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_1026_S_2008_Provisions_of_Hainan_special_Economic_zoon.pdf
"Kenya Gazette Supplement - The Finance Act, 2008",30_National,Kenya,2008,http://kenyalaw.org/kl/fileadmin/pdfdownloads/Acts/FINANCE_ACT_2008.pdf,,English,Y,Bags,Y,N,1819_N_2008_Kenya_Finance_Act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1819_N_2008_Kenya_Finance_Act.pdf
Environmental Management Regulations (Waste and Sanitation),30_National,Malawi,2008,https://www.ead.gov.mw/storage/app/media/Resources/Regulations/environment-waste-management-and-sanitation-regulations-2008.pdf,,English,Y,,Y,N,8057_N_2008_Environment_Management_Waste_Management.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8057_N_2008_Environment_Management_Waste_Management.pdf
Malibu - Ordinance No. 323: Ban on plastic shopping bags,40_Subnational,"Malibu, United States",2008,https://www.malibucity.org/DocumentCenter/View/16850/Ord-323_Plastic-Bags,,English,Y,Bags,Y,N,7013_S_2008_Ordinance_no_323.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7013_S_2008_Ordinance_no_323.pdf
Packaging and Printed Paper Stewardship Regulation (Man. Reg. 195/2008),40_Subnational,"Manitoba, Canada",2008,http://extwprlegs1.fao.org/docs/pdf/mn119618.pdf,,English,Y,,Y,N,2167_S_2008_Packaging_and_Printed_paper.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2167_S_2008_Packaging_and_Printed_paper.pdf
"Maui County Code Establishing a New Chapter 20.18, Pertaining to Plastic Bag Reduction",40_Subnational,"Maui County, United States",2008,http://www.baglaws.com/assets/pdf/hawaii_maui.pdf,,English,Y,Bags,Y,N,2403_S_2008_A_Bill_for_an_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2403_S_2008_A_Bill_for_an_Ordinance.pdf
Délibération n° 02-2008/APS du 10 avril 2008 relative à la gestion des pneumatiques usagés.,40_Subnational,"New Caledonia, France",2008,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC078653/,,French,Y,,N,N,12104_S_2008_Délibération_n_02_2008.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12104_S_2008_Délibération_n_02_2008.pdf
NOWPAP Regional Action Plan on Marine Litter ,20_Regional,Northwest Pacific,2008,http://marinelitternetwork.engr.uga.edu/wp-content/uploads/2017/07/NOWPAP_RAPMALI.pdf,,English,Y,,Y,N,4237_I_2008_NOPAP_Regional_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4237_I_2008_NOPAP_Regional_Action_Plan.pdf
"Law No. 57/2008 of 10/09/2008 relating to the prohibition of manufacturing, importation, use and sale of polythene bags in Rwanda",30_National,Rwanda,2008,http://extwprlegs1.fao.org/docs/pdf/rwa93800.pdf,,English,Y,Bags,Y,N,7019_N_2008_LawNo_57_2008.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7019_N_2008_LawNo_57_2008.pdf
Environmental Protection Levy Act,30_National,Saint Lucia,2008,http://extwprlegs1.fao.org/docs/pdf/stl176256.pdf,,English,Y,,Y,N,3081_N_2008_Environmental_Protection_Levy_Act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/3081_N_2008_Environmental_Protection_Levy_Act.pdf
Marine Pollution Prevention Act 2008,30_National,Samoa,2008,http://extwprlegs1.fao.org/docs/pdf/sam78877.pdf,,English,Y,Bottles,Y,N,2139_N_2008_Marine_Pollution_Prevention.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2139_N_2008_Marine_Pollution_Prevention.pdf
"Arrêté ministériel n° 9611 MCOM-IAAF du 12 novembre 2008 portant interdiction de l’importation, de la distribution et de la vente de plastiques non biodégradable.",30_National,Senegal,2008,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC092747/,,French,N,,N,N,12098_N_2008_Arrêté_ministériel_n_9611.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12098_N_2008_Arrêté_ministériel_n_9611.pdf
Microbeads in Toiletries Regulations (SOR/2017-111),30_National,Canada,2017,https://laws-lois.justice.gc.ca/PDF/SOR-2017-111.pdf,,English,Y,Microplastics,Y,Y,2332_N_2016_Microbeads_in_toiletries.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2332_N_2016_Microbeads_in_toiletries.pdf
"Notice of the General Office of Shanghai Municipal People's Government on Implementing the Notice of the General Office of State Council on Restricting the Production, Sale and Use of Plastic Shopping Bags.",40_Subnational,"Shanghai, China",2008,http://extwprlegs1.fao.org/docs/pdf/chn142872.pdf,,Chinese,N,Bags,N,N,S_1029_S_2008_Notice_of_the_general_office_of_shanghai.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_1029_S_2008_Notice_of_the_general_office_of_shanghai.pdf
South Australia Plastic Shopping Bags (Waste Avoidance) Regulations 2008,40_Subnational,"South Australia, Australia",2008,https://www.legislation.sa.gov.au/lz/c/r/plastic%20shopping%20bags%20(waste%20avoidance)%20regulations%202008/current/2008.319.un.pdf,,English,Y,Bags,Y,N,2480_S_2008_Plastic_Shopping_Bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2480_S_2008_Plastic_Shopping_Bags.pdf
Ordinance on Beverage Containers,30_National,Switzerland,2008,https://www.admin.ch/opc/en/classified-compilation/20001238/200801010000/814.621.pdf,,English,Y,EPR,Y,N,2551_N_2008_Ordinance_on_Beverage_Containers.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2551_N_2008_Ordinance_on_Beverage_Containers.pdf
Merchant Shipping (Prevention of Pollution by Sewage and Garbage from Ships) Regulations 2008 (S.I. No. 3257 of 2008),30_National,United Kingdom,2008,http://extwprlegs1.fao.org/docs/pdf/uk86171.pdf,,English,Y,,Y,N,2155_N_2008_Merchant_shipping_Prevention.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2155_N_2008_Merchant_shipping_Prevention.pdf
Décret exécutif nº 09-87 relatif à la taxe sur les sacs plastiques importés et/ou produits localements.,30_National,Algeria,2009,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC087882/,,French,N,Bags,N,N,12096_N_2009_Décret_exécutif_n_09.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12096_N_2009_Décret_exécutif_n_09.pdf
Antarctic Treaty Annex IV to the Protocol on Environmental Protection to the Antarctic Treaty - Prevention of Marine Pollution,20_Regional,Antarctic,2009,https://www.informea.org/en/treaties/annex-iv-protocol-environmental-protection-antarctic-treaty-prevention-marine-pollution,,English,Y,Bottles,Y,N,2247_I_2009_Annex_IV_to_the_Protocol.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2247_I_2009_Annex_IV_to_the_Protocol.pdf
Antarctic Treaty Annex III to the Protocol on Environmental Protection to the Antarctic Treaty - Waste Disposal and Waste Management,20_Regional,Antarctic,2009,http://www2.ecolex.org/server2neu.php/libcat/docs/TRE/Full/En/TRE-147914.pdf,,English,Y,,Y,N,4181_I_2009_Annex_III.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4181_I_2009_Annex_III.pdf
Threat abatement plan for the impacts of marine debris on vertebrate marine life ,30_National,Australia,2009,https://www.environment.gov.au/system/files/resources/d945695b-a3b9-4010-91b4-914efcdbae2f/files/marine-debris-threat-abatement-plan.pdf,,English,Y,Bags,Y,N,2352_N_2009_Threat_abatement_plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2352_N_2009_Threat_abatement_plan.pdf
Threat Abatement Plan for the Impacts of Marine Debris on Vertebrate Marine Life ,30_National,Australia,2009,https://www.awe.gov.au/sites/default/files/documents/tap-marine-debris-2018.pdf,,English,Y,SUPs,Y,N,5956_N_2009_Threat_Abatement_Plan_for_the_Impacts_of_Marine_Debris_on_Vertebrate_Marine_Life.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5956_N_2009_Threat_Abatement_Plan_for_the_Impacts_of_Marine_Debris_on_Vertebrate_Marine_Life.pdf
EU Council Regulation No 43/2009 Fixing for 2009 the Fishing Opportunities and Associated Conditions for Certain Fish Stocks,20_Regional,European Union,2009,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CONSLEG:2009R0043:20090418:EN:PDF,,English,Y,,Y,N,3117_I_2009_Council_Regulation_No_43_2009.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/3117_I_2009_Council_Regulation_No_43_2009.pdf
